5000
order_Apterygiformes,flacourtia_family
Duchesse_de_Valentinois,Brotulidae
psylla,binder's_board
oral_exam,vastness
Mustelus_norrisi,center_line
ironmonger's_shop,airborne_transmission
obtuse_triangle,family_Physeteridae
Lake_Edward,OSHA
antibiotic,silicone_resin
radial_pulse,Tridacna_gigas
flatus,Sir_Yehudi_Menuhin
sphericalness,seventh
MS-DOS,Darryl_Zanuck
bulletproof_vest,comeback
skinflint,kibbutz
Nigerian_monetary_unit,naumachia
addressee,anthrax
steadiness,regular_icosahedron
aerial_ladder,none
modality,crash_landing
edutainment,mocassin
room_light,holdall
governor's_race,zee
same-sex_marriage,civic_spirit
biriani,ventral_root
solitary_confinement,Husserl
Dioscorea_bulbifera,Grand_Teton
Vienna_sausage,Roman_arch
family_Passifloraceae,gimlet
variola_major,water
pair_of_virginals,angle_iron
polling_place,Digitalis_purpurea
Roystonea,silks
family_Alcidae,clincher
akinetic_epilepsy,antimycotic
spatial_arrangement,genus_Utahraptor
Maracaibo,Artemisia_tridentata
John_Singleton_Copley,RBC
associability,magnetic_inclination
mahjong,sigmoidoscopy
Rhamnus_californicus,indeterminacy_principle
Dow_Jones,rate_of_payment
peasant,Buffalo_Bill
closeness,Northumbria
Byrd,logical_fallacy
health_problem,vara
Nyctaginia_capitata,mint
Cardizem,genus_Phyllodoce
tabletop,carrier_pigeon
Mycenaean_culture,missel_thrush
Arthur_Wellesley,chukka
Hygrophorus_russula,CD-ROM_drive
Dhu'l-Hijjah,androgen
unknown_quantity,touch-typist
President_George_W._Bush,conditioned_reflex
spiritism,metatarsal_artery
family_Miridae,Allentown
Elixophyllin,stinking_elder
Henry_Rowe_Schoolcraft,Austin_Friars
light-of-love,order_Marsupialia
conditional_reaction,rape_oil
flimflam,horn_button
pressure-feed_lubricating_system,taoiseach
musteline_mammal,raceabout
self-aggrandizement,sedative
SEB,tailor's_tack
antilepton,condescendingness
pluckiness,Wisteria_frutescens
rhinoceros_beetle,family_Bovidae
malcontent,corundom
genus_Capella,demi-glaze
Arthur_Laffer,guaiacum_wood
plant_material,tank_furnace
potassium_carbonate,Woodsia_ilvensis
observance,disfigurement
vitamin_B1,homesteader
natural_process,genus_Anopheles
Umbrina,valance
Boston_Tea_Party,downy_mildew
Seville_orange,Lesseps
club-head,genus_Lambertia
Eimeriidae,Negev
fieldmouse,vital_principle
byway,myope
epidemic_meningitis,tabby
Mosaic_law,Paducah
babacu_oil,Francois_Rabelais
genus_Conepatus,whip_hand
liquid_detergent,acute_anterior_poliomyelitis
rho,conjunctival_layer_of_eyelids
Jane_Doe,diminished_arch
solemnisation,Genista_anglica
summerset,genus_Acorus
capital_of_Panama,aisle
National_Academy_of_Sciences,Kiev
roving,off-line_operation
liver_chestnut,feature
shoji,tzetze
myocardiopathy,Aster_ptarmicoides
Cephalochordata,pushing
fair_trade,genus_Cyon
colour_TV_tube,deserter
altitude,Tacca_leontopetaloides
funeral_chapel,sincerity
trichinosis,allemande
Cepphus_columba,Joseph_Warren_Stilwell
leatherjacket,hairy_root
Archaeozoic,midbrain
nortriptyline,zoological_garden
statistical_table,fertilization
creatine_phosphate,genus_Eumeces
file_cabinet,UN
railwayman,round-the-clock_patrol
intricacy,post-rotational_nystagmus
combat_neurosis,Grim_Reaper
fringe_bush,modern
normalizer,Richea_dracophylla
Jean_Baptiste_Donatien_de_Vimeur,May_24
Natrix_sipedon,sweetbread
Diadophis,Haitian
color_barrier,lubricant
beef_roast,sinning
blood_coagulation,nativeness
shoemaker's_last,MD
endowment_insurance,Maryland_chicken
Sir_Sarvepalli_Radhakrishnan,stuff
lesser_knapweed,duodenum
Kalimantan,confessional
enteron,Michigander
farm_bill,offer
Trapa,personal_pronoun
Mediterranean_snapdragon,roughrider
nurse-midwife,Copt
dusky-footed_wood_rat,intestinal_bypass
stock_breeder,tussock
Udmurt,radio_announcer
hydrothorax,NAWCWPNS
black_letter,Fabianism
nursing_school,leg_curling
star_apple,Rh_incompatibility
genus_Nageia,commercial_document
Paola_Caliari,Battle_Born_State
Cyclamen_hederifolium,sesame_oil
family_Caesalpiniaceae,San_Joaquin_River
Salvia_verbenaca,ampule
fasciolosis,Viola
brown_thrasher,hieroglyphic
sanguineness,lard
electromagnetic_wave,Mandrillus_leucophaeus
Kafir,air_marshal
Brigate_Rosse,genus_Asclepias
medallist,full_gainer
speckle,card_catalog
Czechoslovak,dichromia
casino,tooth_powder
micron,Wiener_schnitzel
Upsala,approaching
Zangwill,reading_teacher
doorstep,white_book
tribune,visual_modality
Assumption_of_Mary,Yerevan
kilderkin,herring_hog
gum,work_animal
collusion,Anabas
auditory_ossicle,transmutability
genus_Amorpha,Secretary_of_Transportation
exhaust_pipe,handling
Ensete_ventricosum,Magh
note_of_hand,mercury-in-glass_thermometer
Zygomycetes,dining_compartment
latke,flood
recrimination,Calif.
Crouse,lowland_white_fir
African_wild_ass,Arthur_Compton
autism,Barstow
Fat_Tuesday,extrasystole
fluidram,Tropic_of_Cancer
Wilderness,thiocyanate
drawers,Frank
capital_of_Peru,sterling_area
urceole,genus_Chrysochloris
genus_Malvastrum,understatement
bond_issue,cyma_recta
art_editor,laurelwood
appellant,i
subclass_Selachii,preordination
mensuration,vis-a-vis
Fyodor_Dostoevski,ctenophore
Costia_necatrix,weed_killer
rhytidoplasty,neuromuscular_junction
wind_instrument,borrow_pit
Luffa_cylindrica,alderleaf_Juneberry
family_Acanthisittidae,Breughel
locking_pliers,Republic_of_Uzbekistan
arytaenoid,John_Singleton_Copley
positive,intensive_care_unit
flight_simulator,britches
etymology,amplitude_distortion
calliope,sensualness
electric_light,grounder
ripe_olive,band_saw
olive_oil,Pius_VI
tonight,blister
revel,FAO
Newburgh,Bitis_arietans
decapod_crustacean,ovation
dupery,sea_cradle
superior_conjunction,grazing_fire
branchlet,sea_gooseberry
topical_anaesthetic,autacoid
porterage,Chauna
starkness,Tange
autotrophic_organism,rumpus
St_Andrews's_cross,arbitrator
telekinesis,basal_ganglion
Admiral_Dewey,grey_alder
thurifer,Cypraea_tigris
bookkeeper,jewellery
hypervolemia,navy_blue
bisection,support_hose
Harold_Pinter,gofer
English,effluent
Linosyris_vulgaris,Pieter_Bruegel
Dryopteris,girasol
cream_cheese,clunk
yellow_locust,eyebrow_pencil
Ninib,base_hit
proboscis,merger
yobibyte,dimethylglyoxime
sigmoidectomy,doorpost
Paul_Ludwig_von_Beneckendorff_und_von_Hindenburg,eelgrass
McKim,rocket_propellant
nicotinamide_adenine_dinucleotide_phosphate,social_work
quarreller,horticulturist
Synercus_caffer,United_Nations_Office_for_Drug_Control_and_Crime_Prevention
upper_class,staffer
dolman_sleeve,Petroselinum_crispum
Ichthyosauria,Polk
VLF,RBC
bissextile_year,actinomycosis
blank_cheque,Hakham
scofflaw,iron_manganese_tungsten
wheedler,felspar
centerfield,growing_season
Kanawha_River,Corona_Borealis
judo,James_Joyce
hamlet,scorpaenoid_fish
preferred_shares,male_orgasm
chin-wagging,Spinoza
buccaneer,meatpacking
Daniel_Rutherford,double_check
genus_Epidendrum,subkingdom_Parazoa
war_baby,twosome
Blephilia,churchwarden
Ranunculus,grison
balcony,Jean-Baptiste_Poquelin
recusal,globulin
Keogh_plan,Alectis
odd_fish,genus_Montia
Coreopsis_maritima,George_Orwell
dead_language,Stephen_Michael_Reich
dental_appliance,western_holly_fern
hipster,alfilaria
aid,intrinsic_factor
womb,leash
pollinium,mutation
California_olive,vendition
Charles_Augustin_de_Coulomb,stealth_fighter
Acores,atomic_number_36
Aurelius,cylinder_block
drop_cloth,whooping_cough
breeding_ground,fibre_optics
natural_scientist,death_toll
angel's_trumpet,genus_Arisaema
moray_eel,pool_player
Lavrenti_Pavlovich_Beria,family_Sphingidae
gunny,graniteware
Paul_Robeson,Albuginaceae
wake-up_call,Johann_Wolfgang_von_Goethe
gladness,John_Uhler
genus_Manduca,cabin_cruiser
cotton_mill,pitter-patter
promiscuousness,herpes_varicella_zoster
Irish_punt,screwtop
eight_ball,Junipero_Serra
Eumeces_skiltonianus,zoological_science
Moses_Maimonides,backstay
tussock_moth,analog-to-digital_converter
rock_purslane,period_of_time
Roger_Taney,Kafir
elder_statesman,Wouk
tarot_card,Molnar
upbraiding,figuration
ballot_box,red_rat_snake
1-hitter,Tiberius_Claudius_Drusus_Nero_Germanicus
lacrimator,sweet_marjoram
Discoglossidae,shaheed
blank,Hepaticopsida
etamin,growth_factor
radiochemist,Helvella_sulcata
mendicancy,coquette
double_standard_of_sexual_behavior,defence_reaction
pull-through,rudderfish
English_setter,Cecidomyidae
status_quo,negative_correlation
Medinilla_magnifica,Blacksburg
ambler,computer-aided_design
imaum,slender_wheatgrass
fury,stepping_down
wedding_dress,family_Titanosauridae
Sir_William_Walton,alikeness
factor_XII,correspondent
amethystine_python,Colon
sympatry,acromegalia
galvanic_battery,Scutigerella_immaculata
urate,Spielberg
Gaius_Petronius,Kach
poached_egg,French_Congo
physician-patient_privilege,concert_pitch
Cnicus_benedictus,bookie
countryman,abstractedness
flatterer,Antonius_Pius
spectator_sport,California_allspice
Ironsides,imperialism
Seseli,defense_policy
kanzu,Spanish_elm
Ralegh,decolonization
rolling_stock,linolenic_acid
barrator,Cantabrigian
Moonie,ophthalmic_vein
Gulo,Kaochlor
Disneyland,Orbignya_spesiosa
peavy,syllabic_script
required_course,mongolianism
klammath_weed,ploy
Ginkgoaceae,Archiannelida
formal_logic,Aleurites
presupposition,white_madder
Hudson_River,Foreign_Office
relative_frequency,bubbly
wormhole,accumulator
Cheviot,dilater
vena_pulmonalis_superior,Nymphalis_antiopa
Sir_Frederick_Grant_Banting,multifocal_IOL
advertency,Hageman_factor
mule's_ears,housecoat
Verrazano,pensionary
genus_Trigonella,line_of_latitude
genus_Pongamia,Sir_Terence_Mervyn_Rattigan
Republic_of_the_Sudan,aneurin
Compton,beta-adrenergic_blocking_agent
wandering,lecanopteris
abruption,incorruptness
argus,Port_Vila
loadstar,scarlet_clematis
flow,Rudolf_Steiner
dental_implant,Crataegus_apiifolia
overrating,rhaphe
nuclear_terrorism,Coptis_trifolia_groenlandica
childishness,Cantharellus
swiftness,Gymnorhina
chocolate_pudding,final_exam
Threskiornis_aethiopica,bottom_lurkers
tappet_wrench,ambidextrousness
oliguria,President_Andrew_Johnson
picot,stemless_golden_weed
saddle_block_anaesthesia,universal_gravitational_constant
beef_stock,intelligence_operation
ant_bird,business_activity
Hathaway,genus_Xenosaurus
carbon_black,radicalism
Burhinus,Platalea_leucorodia
forbearance,damper_block
Steele,duckboard
selective-serotonin_reuptake_inhibitor,pussley
ugli_fruit,scented_wattle
prickly_pear,Phalaropidae
DEd,trip_line
white_ant,clotheshorse
ratatouille,Lonas_annua
solid,family_Antedonidae
crevalle_jack,file
Diadophis,jeweller
cardinal_flower,spectrum_line
chasm,family_Haliotidae
drouth,benzol
cut_of_beef,special_K
jade_green,Diegueno
Culver's_root,water_gun
wilt_disease,bookcase
Inside_Passage,Pacific_plum
sponginess,allotrope
scaly_polypore,Louis_VI
Giraudoux,investment_advisor
red_worm,ness
military_junta,snipefish
funny_wagon,family_Clusiaceae
call_girl,bugloss
beta_blocker,sacking
papooseroot,straightener
Devonian,Be
Francis_Scott_Key_Fitzgerald,organ_loft
tetryl,genus_Alocasia
Lisbon,hairy_finger_grass
flowering_fern,Acapulco_de_Juarez
snail-flower,glossina
sponge_morel,consulting_service
singer,jihad
gas_turbine,Mantle
beigel,dweeb
filename,redox
Fritillaria_micrantha,Arabic_alphabet
Cinnamomum_cassia,cardhouse
pleasure-unpleasure_principle,blackmouth_bass
kerosene_heater,Joseph_Mallord_William_Turner
muskwood,stimulus_generalisation
hero_worshipper,family_Dryopteridaceae
aerobics,ampoule
genus_Lactuca,market_order
bok_choi,incredibility
genus_Actaea,common_horehound
Bufo_bufo,dwelling_house
Drymarchon_corais_couperi,overmantel
compiler,Herat
Scottie,odd-leg_caliper
pyramidal_tent,Orbignya
Maltese,comprehensibility
blatancy,rubber
viola_d'amore,Dirac
sea_pea,anhidrosis
horsetail_milkweed,polysomy
Comptonia_peregrina,Tylenol
Alfred_North_Whitehead,Hypertensin
barter,Populus_nigra
Greater_London,Gentianopsid_procera
drift_net,Leucadendron_argenteum
Catholic_Pope,megadeath
swastika,Goldman
lasagna,shoestring_catch
coefficient_of_drag,jewelry
Nakuru,legation
Ireland,Abkhazian
conventionalisation,exploration
chaparral_pea,suborder_Menurae
morphophoneme,walleyed_pike
prolonge,Coturnix
castor,Christmas_bells
Ephippiorhynchus_senegalensis,genus_Pristis
envoy,prince's-feather
Aleksandr_Nikolayevich_Scriabin,Petteria
chalice_vine,Thomas_Edison
upstager,Jagannath
Sheraton,thoracic_actinomycosis
carmine,countermarch
epicycloid,Norman_Thomas
Menticirrhus_americanus,Republic_of_The_Gambia
djinn,mastic
Humulus_japonicus,Ho_Chi_Minh_City
land_agent,Asclepias_incarnata
rill,oldster
spotted_sea_trout,Moonie
interphone,Myrtaceae
office,Calamintha_sylvatica
essentialness,night_letter
Euphorbia_fulgens,middle_cerebral_vein
golden_algae,semantics
infatuation,alkahest
Johan_Julius_Christian_Sibelius,Francis_Ferdinand
methyl_radical,garden_loosestrife
paso_doble,Cardium_edule
President_Jefferson,truck_stop
internationality,courtship
pertinency,mesquite_gum
dipole_antenna,judo
tanbark,narrow-body
fishmonger,hame
rectitude,dextrocardia
alliance,Shawn
Oenothera_biennis,plater
restharrow,precision_cookie
separator,law_of_definite_proportions
hasheesh,radio-gramophone
slugabed,postdoc
Viburnum_trilobum,Venn_diagram
countermand,family_Boraginaceae
chartist,latticework
family_Lucanidae,art_form
hepatic_duct,truth_quark
exfoliation,New_Siberian_Islands
pilar_cyst,gray_poplar
Arabis_glabra,simpleton
pterygoid_plexus,rheumatism_weed
air_jacket,whiskey_on_the_rocks
intercom_speaker,Leonotis
zither,Nigerian_capital
Paralithodes_camtschatica,swine_flu
MIT,vapor_lock
Gongorism,sail
beef_neck,red-winged_blackbird
poetics,ephemeral
genus_Somateria,jus_civile
Orontium,sore_throat
anteriority,snot
conditioned_emotional_response,innocency
singlestick,Celastrus_scandens
Glucophage,Thermobia
false_oat,Siva
orbiter,exorciser
scriber,demise
cymograph,main_yard
spectrograph,antelope
Giovanni_da_Verrazzano,cotter
brininess,evening_gown
doohickey,St._Olav
Rashtriya_Swayamsevak_Sangh,genus_Lacerta
groundspeed,metronidazole
cane,background
benefit,musher
lugsail,swamp_birch
mystifier,Voznesenski
shittimwood,Babel
Victoria,instillation
exponent,cardinal_vein
jerker,Ping-Pong
Childe_Hassam,genre_painter
hemipterous_insect,cobbling
James_Edward_Meade,Fuji
illiberality,animal_stuffer
tricolor_television_tube,atomic_number_41
dwarf-white_trillium,rates
Trifolium_stoloniferum,Theravada
chunga,nickel_alloy
particulate_matter,zinc
seismologist,gravestone
solvent,Irenidae
sailing_vessel,Tasmanian_wolf
lawfulness,perkiness
Litany,pseudo
George_Bush,idiosyncrasy
Marduk,weather_outlook
disposable_income,genus_Sansevieria
family_Dermestidae,unusefulness
bowdleriser,moujik
fecal_matter,affiliation
meringue_kiss,broadsheet
peripheral,traveler's_check
center_of_gravity,skirt_chaser
Eugenia_corynantha,Orville_Wright
ring_vaccination,fancy_dress
siren_call,tie
familiar_spirit,caucus
Bohemian,whitetip_shark
myriameter,lexical_database
Ping_River,pincurl_clip
townsfolk,U308
social_relation,arista
generation_gap,exbibyte
arytenoid_cartilage,proprioception
genus_Nepeta,Chlamyphorus_truncatus
Peramelidae,Bremerhaven
counterattraction,full
soda_can,crime
biting_louse,spotted_crake
phylogeny,linalool
disesteem,shower_curtain
potence,doxology
synopsis,serratus_posterior_inferior
Wolffia_columbiana,Euthynnus
fetlock,Eurasian
swamp_cottonwood,sego_lily
embellishment,paragrapher
carillon_playing,metric_ton
false_sago,impinging
breach_of_trust,six
leading_question,Emilia
Froelichia,Coelenterata
balloon_vine,riverbank
rima_glottidis,vitelline_circulation
gremlin,garganey
hypotenuse,pin_clover
Kolkwitzia,exactness
abalone,family_Delphinidae
Philadelphia_fleabane,web_browser
work_party,Versed
genus_Eschrichtius,genus_Scrophularia
nasturtium_family,Farley_maidenhair
sea_turtle,balsam_pear
ionophoresis,mauler
Purkinje,National_Oceanic_and_Atmospheric_Administration
tax_advantage,stopcock
photographic_emulsion,jurywoman
Alleghenies,caesarian_delivery
Grewia_asiatica,nincompoop
genus_Medicago,crib_death
Honore_de_Balzac,culverin
Corypha_gebanga,voile
Florida_bean,Evernia
mouse_mat,wine_vinegar
daredevil,West_Germany
pelter,Luddite
slime_mushroom,lemon_zest
poll_taker,cofactor
razzmatazz,Al_Aqabah
genus_Phaethon,zona
archpriest,Khoisan_language
Antrozous_pallidus,banded_adder
intercontinental_ballistic_missile,mug_book
ambience,dial_phone
energiser,sigmoidoscopy
airborne_patrol,cryoscope
Age_of_Man,Equus_kiang
loft_bombing,honey_bun
lama,acetic_anhydride
mental_imagery,crabs
human,eucalypt
genus_Rodolia,thrombolytic
liquid_soap,personal_check
Bairdiella,shadberry
self-service,genus_Calceolaria
graham_cracker,poyou
expediency,Meibomian_gland
greenstick_fracture,soft_tick
miscegenation,Scotch_asphodel
autoloader,numeral
platy,Schiaparelli
crossopterygian,ham_hock
waste_paper,Bolshevism
ticktacktoe,TOPV
wine_lover,Min
permanganate,experimental_procedure
pipe_bowl,coitus_interruptus
broomcorn,wretch
surface_tension,tup
land_grant,shigella
marlinespike,corn_lily
hydrostatic_head,tranquilizer
abrading_stone,show-off
thermometer,order_Caryophyllales
Columbus_Day,port_watcher
wreckfish,sabot
Salmonella_typhosa,sow_thistle
wheel_tree,Lonicera_tatarica
genus_Comatula,horse_trading
universalism,intangible_asset
resonant_circuit,non-Christian_priest
self-hatred,Aix_galericulata
stable_factor,Chile_bonito
camera_obscura,Ragnar_Anton_Kittil_Frisch
wendy_house,school_principal
Limenitis_archippus,spacecraft
gasman,coyol_palm
genus_Caltha,auricula
harvestman,electrum
antiferromagnetism,computer_memory_unit
Galileo,soochong
Alfred_Edward_Woodley_Mason,Pandora's_box
Turk's-cap,basic_colour
genus_Anchusa,livery
convertible,fusspot
navigation,intimacy
sea_chub,Ashkhabad
Botrychium,spelt
green_woodpecker,theater_of_the_absurd
Lancelot,Scandinavian_Peninsula
Katharevusa,right_fielder
Turki,Sir_Herbert_Beerbohm_Tree
rearmament,Ansar_al-Islam
sculler,public_exposure
religious_text,jury_box
topee,fichu
alveolar_ectasia,elation
fencing_mask,tolazamide
indweller,lay-up
climax,general_store
defibrillation,pigheadedness
island,pompon
Dard,light_minute
Blacksburg,fits_and_starts
civil_war,Libreville
Acris_crepitans,Helleborus_orientalis
bottom_quark,genus_Eleusine
betterment,Tridacnidae
hydrazoic_acid,spaceship
plant_scientist,Sunda_Islands
derived_function,order_Cilioflagellata
upset_stomach,public_press
Procnias,Norma
wirer,barnyard_grass
deceiver,Ferdinand_V
Seth_Thomas,tapeworm_infection
user,lying
orbit_period,Salmon_River
family_Orchidaceae,cystitis
ONI,River_Lethe
wellspring,amphibian_genus
Daphne,five_iron
sulfur_butterfly,Islamic_Resistance_Movement
Middle_High_German,Riparia
Port_Jackson_fig,War_to_End_War
warning_coloration,ninja
habituation,genus_Myrmecobius
electoral_system,grey_catbird
Otto_Heinrich_Warburg,leather_soap
gerontologist,sodium_sulfate
lovastatin,manifold
genus_Cyprinus,automobile_engine
spearhead,purple_chinese_houses
Jacques_Marquette,magazine_publisher
backroom,Dowding
family_Cypraeidae,Little_Sioux_River
mockingbird,Franklin_Delano_Roosevelt
Urticales,Mycelia_Sterilia
Agaricus,devil_lily
snow_pea,Galapagos_Islands
Antedonidae,pennyweight
James_Bay,Pelagianism
photographic_paper,engine_block
pseud,attorney_general
miserableness,spurious_wing
trip_line,illegitimate
speech_disorder,alga
crossjack,vena_comitans
Shetland_sheepdog,Thelypteris_dryopteris
produce,Gibson
trawl,dereliction
high_society,Ixodes
genus_Pomoxis,Mauritian_monetary_unit
Asian_Russia,Cyamus
strike_zone,power-assisted_steering
Cynara_cardunculus,moxie
unselfconsciousness,decolletage
shortia,Saccharum_officinarum
fox-trot,shore_bird
state_of_flux,bombycid_moth
Myctophidae,rest-cure
state_of_war,wishing_cap
Indonesia,naboom
class_Tiliomycetes,chalet
Vanessa_virginiensis,weapon_of_mass_destruction
timbale,East_Tocharian
Kachinic,pipette
Leptotyphlopidae,expanding_upon
Oryzopsis_miliacea,Acadia
winter_jasmine,delta_hepatitis
dorm,frontal_sinus
Diuril,sunstone
topknot,home_invasion
brushwork,flag-waver
smother,flip
native_beech,blue_law
Peace_Garden_State,computer_code
suntan,class_Hepaticae
plodding,little_club_moss
Second_Adventism,demander
stock_of_record,CD4_T_cell
annuity_in_advance,telephone_jack
scleritis,Last_Judgement
Paxto,NSW
austereness,bauble
Jeremy_Bentham,strong_point
slip_friction_clutch,tomato_juice
sheep_gadfly,HDL
chaulmugra,Claudius_I
Canada_lynx,muckhill
cow_oak,rudaceous_rock
well-being,genus_Phylloxera
Tabernacle,genus_Aralia
Doctor_of_Theology,mesenteric_plexus
scissor_grip,Holy_Scripture
B_horizon,wood_hyacinth
yerba_mansa,dropkicker
Mecholyl,spacefaring
Synanceja,adamant
Joe_Clark,publishing_empire
chocolate_fondue,Petronius
Einstein,Eurylaimi
enclave,Mesmer
dependent,South_African
laevulose,aniline_dye
meniscus,inferno
samekh,dirty_bomb
Karbala,Nevado_de_Colima
hypovolaemia,Guatemala
farm_animal,Yellowknife
genus_Chordospartium,grime
ascocarp,elderly
hard_coal,sassafras_laurel
fraud,bowels
Johan_Julius_Christian_Sibelius,washday
lyreflower,take-home_pay
24-karat_gold,Mary_Shelley
European_Economic_Community,Kreisler
paramilitary_organization,French_kiss
lorikeet,Edward
genus_Euonymus,potato_nose
Khmer_Rouge,field_glass
vena_auricularis,genus_Spirillum
Karakoram,Cardura
blusher,modulation
Tugela_Falls,Kosovo
puppet_state,picket_ship
oscitance,tangibleness
sinecure,plyers
phylum,Walter_de_la_Mare
pump,Rommany
African_elephant,gradient
TIA,pickled_herring
confidence_man,herpangia
catabolism,yellow_mariposa_tulip
al-Muhajiroun,noticer
cleanser,groundspeed
genus_Orthotomus,Riverside
blue_sage,pinguecula
velvet_ant,nonbeliever
stock_option,phylum_Chordata
Alcyone,bridegroom
mitigating_circumstance,Hyman_George_Rickover
William_Henry_Harrison,Rocky_Mountain_dogbane
dermatitis,Master_of_Library_Science
Tyrrhenian_Sea,Camptosorus_rhizophyllus
Harding,Pimenta
daphne,waterfowl
secretary,flavourer
groundspeed,flibbertigibbet
charity,epididymis
Galloway,bombie
jockey_cap,ephemeron
mongoloid,Leucanthemum_lacustre
pothos,Linanthus_dichotomus
gaze,Franz_Ferdinand
raglan,Bucephala
gathered_skirt,fitment
Charlotte_Anna_Perkins_Gilman,kingfish
silicone_polymer,narrow-body_aircraft
laryngopharynx,George_William_Russell
Robert_Indiana,Siwan
neuroethics,assent
hybrid_tuberous_begonia,Maxmillien_Marie_Isidore_de_Robespierre
Holbein,Pterosauria
cabal,prothrombin_accelerator
President_Nixon,cheeseboard
high_style,brood_hen
twinflower,Indri_brevicaudatus
T,Oblation
drifting,spree
inefficaciousness,tun
green_peach_aphid,Messina
El-Aksur,Daucus
imposition,tank_destroyer
silicide,fall_guy
Italian_lira,shareware
solid_body_substance,stitcher
shield,seasonal_worker
inflectional_ending,Six_Day_War
second_power,direct_electric_current
Fomorian,pelf
Kidd,Metrazol
pigpen,casualty
javelina,Oncorhynchus
Oregon_pine,stag's_garlic
Magnoliidae,Mackinaw_blanket
Oral_Roberts,pavement_artist
ground_level,Minamata_disease
jacking_off,perk
Lilium_michiganense,flint_maize
grammatical_meaning,Oxybelis
banded_adder,ventral_horn
Ictalurus,cool
Claviceps_purpurea,measuring_device
wheel_tree,Friulian
yuan,Sedna
acclimation,Amphisbaenia
professional_person,capital_of_Mongolia
quilting_bee,real_presence
genus_Thomomys,ousting
inferior_alveolar_artery,compression
babbitting,cenogenesis
Tugela_Falls,winning_post
ischaemia,dysostosis_multiplex
apple_geranium,Salmonidae
Procavia,Department_of_Transportation
linebacker_blitzing,string_of_beads
dockworker,trampler
Sir_Henry_Bessemer,Mitrula_elegans
introversion,gros_point
vest,noiselessness
order_Podicipitiformes,filth
quartz_oscillator,tactics
carbamate,Pompey
unselfconsciousness,armory
bimbo,Storeria_occipitamaculata
alumnus,kiddy_porn
sump_pump,Jersey_Lillie
second_gear,temporary_worker
mRNA,Juan_Carlos
bear_cat,sortition
broomcorn,oyster_fungus
soda_cracker,table_talk
bush_willow,titre
Great_Lakes,stapler
Scottish_deerhound,chanting
family_Myxophyceae,langsat
silicone_resin,staphylococcal_infection
Seneca_snakeroot,rock_'n'_roll
ticktack,bank-depositor_relation
great_snipe,pillar
Manichaean,yardmaster
shoulder_joint,false_ragweed
pensioner,clover
valley_fever,paper_feed
Bunuel,genus_Gelechia
Araujia_sericofera,dueller
taboo,Vasco_da_Gamma
bight,dative_bond
cardiac_valve,saboteur
fallboard,cos
Gentianopsis_detonsa,Cleridae
genus_Eucinostomus,mirror
ischemic_hypoxia,internalisation
meadow_fescue,Andersen
CVA,family_Artamidae
Rana_sylvatica,tetterwort
field_glass,Sevastopol
Soviet_Socialist_Republic,bunco
smoothbark,switch-ivy
Louis_IX,XXVI
dustmop,beat
discussion_section,Japan_Trench
Mujahedeen_Kompak,lazar
atomic_weapon,carpetbag
fire_marshal,pituitary
Scolytus,canary_grass
proconsulate,Saint_John_the_Apostle
backflow,genus_Gasterophilus
stone_fly,family_Mammutidae
nutter,Indian_chieftain
playground_ball,potato_chip
Juncus_leseurii,Asian_coral_snake
Voltaic,water_bug
service_program,malaise
order_Scandentia,vesiculovirus
dustman,Greek_valerian
seal_of_approval,gharry
trachea,overtime_period
family_Pelecanoididae,tutorial
fax,warrior
steam_heat,Felix_Klein
critical_analysis,ICC
poem,guild_socialism
freetailed_bat,cerecloth
springer,Prince_Peter_Kropotkin
deaminization,musculus_biceps_femoris
panzer,Baroque_era
order_Cyclostomata,Eyck
water_finder,screamer
genus_Astreus,Defense_Reutilization_and_Marketing_Service
methyl_group,Carum
Alton_Glenn_Miller,genus_Ursinia
genus_Psilotum,II_Chronicles
Aesculus,Franklin_Roosevelt
O_ring,gill_fungus
stamina,lese_majesty
hunting_licence,alimentary_paste
Hyacinthus_orientalis_albulus,onion_roll
triquetral,mug_shot
Scutigera,Sciurus_carolinensis
featherweight,fluoroboride
pompadour,Essen
differentiator,rydberg_unit
bedrock,blatancy
smooth_bark_kauri,scholasticism
Saint_Teresa_of_Avila,black_cottonwood
theodolite,crack_addict
Venezia,Sesbania_grandiflora
viewgraph,programming_error
sum_total,language_learning
resurrection_fern,quicky
Robin_Hood,apple_dumpling
Charles_Percy_Snow,idea
Fucaceae,written_assignment
property_man,artery
John_Fitzgerald_Kennedy,bahia_coquilla
head_cabbage_plant,queensland_kauri
objection,Limacidae
Tibeto-Burman_language,Echinacea
Erasmus,bluethroat
photojournalist,insurer
mohawk,avoirdupois
Asparagus_setaceous,libber
genus_Antedon,Marseilles
grime,cootie
photoemission,Coreidae
factor_II,gaseousness
sweating_sickness,Petrarchan_sonnet
awareness,cypress_pine
safflower,upper_class
ruling,bicentenary
foppishness,North_Atlantic
monostotic_fibrous_dysplasia,deadline
overemphasis,Salvia_sclarea
tantalization,Party_of_God
growth_rate,solar_heater
pricing,fire_marshall
adobe_house,triggerfish
Sarracenia_flava,sonata
word-painter,meat_safe
gravy_train,thermocouple
dominie,food_coloring
pear_blight,Thomas_Dekker
virga,Bombina
grassy_death_camas,autonomic_nervous_system
wireless_telegraph,playsuit
Seleucus_I_Nicator,order_Hypermastigina
hood_ornament,Senecio_cruentus
Christiaan_Eijkman,C2H6
