5000
caraway_seed_bread,salal
xenogenesis,semi-detached_house
nutrient_agar,cycle_rickshaw
bitter_orange,GAO
auditory_image,rowboat
fallboard,V
Diuril,Ischia
greater_yellowlegs,corduroy
lake_bed,Cinchona_pubescens
hackbut,goosefoot
eastern_chipmunk,excise
Tremella_fuciformis,cordon_bleu
Augustus,Delhi
application,boron_chamber
scale_factor,hydroxy_acid
compulsive,abstraction
aphid,genus_Silene
foot-ton,family_Nepidae
lab_bench,carte_du_jour
Central_Africa,genus_Sciadopitys
schorl,website
continental_divide,ignition
Erignathus_barbatus,breakfast_area
United_States_Border_Patrol,soup
Thermobia_domestica,venesection
perfidiousness,deep_cervical_vein
swatch,ski_wax
correctitude,pride_of_California
afferent,thyrotropic_hormone
roadhouse,Rosh_Chodesh
consolation,white-tipped_shark
Taraxacum,mercantile_law
Carcharhinidae,Surgeon_General
trigeminal_neuralgia,rondo
glutinosity,ceriman
potage,non-insulin-dependent_diabetes_mellitus
wampum,European_smelt
nerd,hostile_expedition
Duncan,Taxophytina
lohan,geometrical_irregularity
supply,cloaca
recusal,snuff_user
scissortailed_flycatcher,William_Bligh
boat-billed_heron,command_overhead
personal_check,Chrysanthemum_coccineum
appeals_board,mrem
senile_dementia,flat_knot
plagal_cadence,Lycopodium_lucidulum
Pholiota_nameko,open-hearth_furnace
gloss,rabbit_test
exclusiveness,clamp
Nicandra_physaloides,Kathmandu
Thelonious_Sphere_Monk,putamen
British_West_Africa,frijoles_refritos
order_Lechanorales,Vishnu
Dacridium_laxifolius,haematology
sweet_pea,Otus
chicken_scratch,Ascension_Day
Manichaean,bobbin
safety_valve,Andvari
sludge,ectozoon
family_Curculionidae,interrogation_point
Falcatifolium,Delaware_Bay
genus_Fistulina,fibrocystic_breast_disease
blue_angel,seeder
proselytism,cerulean
leucocytosis,swine_flu
Rhus_dermatitis,Fritillaria_parviflora
Woodrow_Wilson_Guthrie,machine_readable_dictionary
misconduct,Caledonia
xeranthemum,fixedness
acidophil,dodecahedron
Bowdler,middle_thyroid_vein
primary_amenorrhea,leotard
chain_armor,paroxytone
phlegmasia_alba_dolens,thorniness
square_dancer,garboard_strake
pride-of-India,stump_speech
BW_defense,double_standard_of_sexual_behavior
Cirsium_arvense,Gallinago
mortgage,pullout
Dromaius_novaehollandiae,abortifacient
Fritillaria_imperialis,burette
cross_thwart,sphalerite
voice_mail,Boletus_pulcherrimus
structural_anthropology,wilde_dagga
sort,progressive_tense
North_Frigid_Zone,barterer
battle_of_Rossbach,garlic_butter
wharfage,bulldozer
Vitharr,city_planning
Sophora_japonica,fig_tree
Little_Bear,verification
volute,family_Geoglossaceae
metallic_element,anapsid
Babylonian,healthcare_delivery
instruction_book,epicene
assembly_hall,dogwood_tree
Arctium,African_hunting_dog
Henriette_Rosine_Bernard,journalese
Hedeoma_pulegioides,printer
masturbator,brain
satin,Lake_Seneca
men's,Forester
flash_butt_welding,side_judge
rabidness,ploughshare
mute_swan,lambda_hyperon
simal,adduction
blazing,warehouser
capital_of_Israel,Arp
trier,standing_rib_roast
admiral,Viverra_zibetha
American_angelica_tree,allometry
respiratory_infection,Zalophus_californianus
deadliness,electromagnetic_unit
gunner,Reye's_syndrome
kinfolk,International
river_horse,Delhi_boil
teller,Oxylebius_pictus
marbleisation,surface-to-air_missile_system
oligochaete_worm,Kon_Tiki
flanker,reorganization
hot-air_balloon,Marvin_Neil_Simon
smegma,wave_train
pleasing,William_Henry_Beveridge
Mount_Kanchenjunga,Butler
shoe_bomb,Amhara
Solidago_canadensis,TB
drug_lord,battle_of_the_Bismarck_Sea
Cyanocitta_cristata,firewood
carry,knobkerry
home_range,Birmingham
fishing_smack,impertinence
family_Sturnidae,speculation
bigtoothed_aspen,bill_of_health
fundamental,peril
Yue_dialect,genus_Quiscalus
Waterloo,hiddenite
abience,crappie
Burmese_cat,vena_perforantis
christella,running_postman
Tillandsia,conception
clodhopper,Yerkes
boeuf_Bourguignonne,epithelioma
bottle_gentian,erotic_love
utopia,Chrysanthemum_frutescens
cachexy,Lancastrian
egg_noodle,genus_Epipremnum
Brachystegia_speciformis,ECG
Yenisey,Lorentz
wisdom_tooth,ablative_absolute
terrapin,coachwhip
crottal,freedom
softback_book,keratoscopy
dithered_color,Enceliopsis
isopropyl_alcohol,California_sycamore
wood_widgeon,Apios_americana
Indus_civilization,fire_tongs
cardinal_virtue,Mahomet
kalansuwa,United_States_Postal_Inspection_Service
Hirschfeld,muscular_tissue
genus_Mentzelia,blepharism
cacao_bean,shortness_of_breath
Pyrrhic_victory,Kamasutra
meerkat,Octopoda
splutter,pelisse
An_Nefud,solar_power
pine-barren_sandwort,Erica_Jong
switchboard,referent
water_supply,common_salt
endomorph,markka
police_boat,basketful
Jerom_Bos,Centaurea_imperialis
menagerie,chuckhole
Arctic_fox,venison
macroglossia,soundness
serial_operation,Anolis
Niels_Bohr,Uppsala
Hexanchus,garlic
Beau_Brummell,ground_rent
antonym,HA
trophy_case,first_estate
genus_Ornithogalum,ski_run
semi-climber,Giotto
quizmaster,wood_rabbit
Plaquenil,gauze_bandage
Oxydendrum,forward_motion
Olea_europaea,citrulline
teth,recombination
astrogator,clotting
Otto_Meyerhof,cholesterin
Hispaniola,news_event
father,tacker
statute_book,family_Megalosauridae
scabious,easel
Araguaya,twist
point_system,buffer_storage
index,squaretail
accommodator,Skoplje
President_Abraham_Lincoln,Machupo_virus
genus_Chlorococcum,Palaquium_gutta
shelter_deck,Lake_Baikal
barley_grass,Hell's_Half_Acre
great_toe,genus_Coccyzus
Vancouver_Island,hemolysis
Orbignya_spesiosa,adhesiveness
Soutine,gardenia
clarinetist,spindrift
down_feather,Chloris_gayana
Scarface,sage_brush
war_chest,massif
Synercus,allamanda
wainscoting,Watertown
planer,pup_tent
Veronese,rung
lummox,marching_music
life_estate,Book_of_Micah
charcoal_gray,vena_gastrica
common_iliac_vein,fauvist
calceus,bungler
wire_gage,bed_of_roses
splashboard,genus_Sorex
Mytilus,musk_ox
Griselinia,family_Recurvirostridae
twilight_sleep,industrialization
capacity,empty
Osteoglossidae,allspice
genus_Nepenthes,yellow_oak
bearberry,spirits
genus_Centropus,Klebs-Loeffler_bacillus
van,factor_I
polyurethane_foam,citrulline
tax_boost,inside_track
horse_cart,Decapterus
John_Lyly,schemer
coronary_sinus,cessation
refreshment,laminectomy
scrabble,Jenner
prevention,genus_Alternanthera
family_Hypocreaceae,Sylvanus
Melampsoraceae,full
scale_insect,inactivity
consonant_system,Mardi_Gras
dolor,peat_bog
wild_pitch,order_Cestida
Rosh_Hashonah,parvo
Bunker_Hill,aspirin
Chamaea,confection
Ceratophyllaceae,cyclopean_masonry
anthropophagy,turbofan
family_Gesneriaceae,Boletus_variipes
genus_Collinsia,Arnold_Lucius_Gesell
Nemea,whizbang
manipulator,executability
associative_aphasia,genus_Carlina
foxtrot,baluster
fleetness,primrose_jasmine
squandering,pectoral
miscreation,Luxembourg_franc
Cheiranthus_cheiri,pea
genus_Khaya,Tacitus
English_foxhound,Girl_Scouts
arteria_iliolumbalis,mangold
atomic_number_107,doubler
hedge_bindweed,Cs
Earnings_Before_Interest_Taxes_Depreciation_and_Amortization,cardiac_arrest
market_capitalization,allgood
Leda,bitterwood
down_quark,organicism
coordinating_conjunction,crassitude
plowland,vestibule_of_the_vagina
syndactylism,ticktack
Anethum_graveolens,snowman
Joseph_Priestley,family_Sittidae
classified,attrition
pagan_religion,spinel_ruby
self-gratification,Lords_Spiritual
khan,sarcoplasm
travel_reimbursement,twist_bit
cyanide_poisoning,adamant
hog_badger,Old_Frisian
synaesthesia,Born
cross_product,Scrabble
introjection,vapour_pressure
katsura_tree,Alpine_scurvy
family_Tulostomataceae,time-fuse
merchandise,earthenware
involvement,Midsummer_Night
rate_of_attrition,Lashkar-e-Jhangvi
here_and_now,one-quadrillionth
deer_mouse,Esfahan
Dimash,army_base
keratoderma,Norman
hypothalamic_releasing_hormone,suborder_Lari
Oakland,aesthetics
genus_Nepenthes,filigree
Roy_Wilkins,urban_guerrilla
sackcloth,Orville_Wright
Nunc_dimittis,sock
phytonadione,family_Timaliidae
Snellen_chart,St_Peter's_wort
good_will,knocking
capital_of_Georgia,quintillion
Jewish_Orthodoxy,white_slave
Taichung,San_Mateo
endemic,profitability
battle_plan,n-type_semiconductor
Cerastium_alpinum,espial
Dashiell_Hammett,Chrysopsis_villosa
browser,pipsissewa
casino,ditty_bag
micromicron,Caesalpinia_gilliesii
ganef,Azolla_caroliniana
landing_gear,nursing
practice_of_law,genus_Apocynum
family_Hydrochoeridae,companionability
Monothelitism,book_lover
boxershorts,Senora
fetal_alcohol_syndrome,Spizella_passerina
air_duct,Dacrydium_cupressinum
hairy_lip_fern,rule_of_law
speculativeness,unclearness
vena_pharyngeus,fosterage
Keystone_Stater,flavoring
tzetze,Himantopus_mexicanus
genus_Melospiza,conductive_hearing_loss
draftsperson,Ophiodon
schoolmistress,octillion
melting_pot,Sarcoscyphaceae
Dangla,alpha_particle
genus_Lonchocarpus,Seminole_bread
arability,Serpens
Owen_Glendower,Bryan_Donkin
image_breaker,woodworker
Riemann,petty_jury
topography,marine_archaeology
airstream,fidgetiness
fitch,foreign_policy
musical_harmony,radiometer
glossopharyngeal_nerve,podocarpus_family
electron_volt,Gypsophila
period_of_play,ambidexterity
salt_lick,listeria_meningitis
thwart,Saxicola_rubetra
disulfiram,parlor_car
peer_of_the_realm,anomalops
foothold,writing_ink
lumbosacral_plexus,feather_star
epigram,knobble
schooner,marsh_elder
optimisation,Gaius_Plinius_Caecilius_Secundus
auto_accessory,Yurak-Samoyed
checking_program,cystoplegia
Laricariidae,undervaluation
pickup,afterthought
Gene_Kelly,blue_jet
isogon,sensitive_plant
plume_grass,Caddoan
leap_day,Philip_Anderson
fit,skipjack
Athrotaxis_selaginoides,sarcoptid
discoid_lupus_erythematosus,counterman
Air_Corps,imitative_electronic_deception
beard,aluminum_oxide
seaplane,genus_Struthio
Good_Book,towhead
unwritten_law,programming_error
county_line,angelology
ponce,hardware_error
space-time_continuum,brain
pleasure_trip,water_pump
gilder,genus_Periploca
hudood,Paul_von_Hindenburg
leading_astray,deli
genus_Polioptila,intemperance
siamese_connection,earthball
Armistice_Day,clock_dial
fly_agaric,family_Gekkonidae
mistral,slam
Ms,business_establishment
family_Iguanodontidae,rock_pink
Geiger,genus_Lophius
Turkestan,genus_Orthilia
panga,pantaloon
cataphatism,daredeviltry
order_Tuberales,Congo
Hosta,Adiantum_pedatum
spinning,Giambattista_Marini
genus_Cottus,disposal
rex_begonia,malacopterygian
Bextra,sequential_operation
French_Academy,Rapateaceae
brachial_plexus,imperium
line-drive_triple,extremely_low_frequency
avens,bite
hit_man,stowaway
clinocephalism,Guernsey
Swanson,malodour
Zocor,mercy
Anemone_cylindrica,Boykinia_occidentalis
cochineal_insect,stored_program
Doctor_of_Osteopathy,neutralization_reaction
brevet,woolsorter's_disease
cacodyl,family_Trachipteridae
exoskeleton,calling_into_question
Bokmal,podiatrist
Bean_Town,accountantship
radio_transmitter,genus_Trapa
mishmash,checkered_daffodil
pied_piper,separate
electrolyte,Little_Dipper
meat_cleaver,Canary_Island_hare's_foot_fern
pantywaist,bilocular_capsule
incumbency,Amphioxidae
Parkinson's_disease,genus_Pipile
abductor,ink_eraser
bize,cataphasia
nook,Kate_O'Flaherty_Chopin
toe_toe,blood_meal
river_limpet,playfulness
Italian_rye,tat
Aconitum,tickling
asshole,Nanga_Parbat
summary_treatment,Ken.
acromikria,wine-maker's_yeast
trailer_park,choice_of_words
jassid,Orthotomus
subway_token,Sir_Henry_Wood
deerberry,kweek
shlemiel,genus_Atriplex
Helen_Wills_Moody,brevet
dog_stinkhorn,astrocyte
Greek_Orthodox_Church,cannikin
genus_Cnicus,immoderation
retained_object,REM
dairymaid,briar
family_Callitrichaceae,Pseudobombax
hiccough_nut,King_Camp_Gilette
Liberty_ship,investigator
pulpiness,maxillary_artery
demythologization,freak_out
mudra,periwig
family_Thraupidae,acupressure
wych_hazel,Mazar-i-Sharif
digestive_fluid,Mount_Rainier_National_Park
genus_Metasequoia,oxidoreduction
Guinea_corn,quittance
caecilian,splashiness
sulfamethoxazole,line_squall
reprehensibility,telltale
Hippo,Siouan_language
reredos,exchanger
edutainment,food_waste
transfer_paper,photogelatin_process
germ_layer,pull-in
League_of_Iroquois,work_unit
constructive_metabolism,Lygus
fat_cell,little_skate
kite,natrolite
Curia,seeking
catchment,spike_oil
Chislev,pommel
Cardinal_Newman,Tsuga_mertensiana
sheepwalk,Santalaceae
ravaging,seismology
Old_Catholic_Church,blowball
killer_cell,poverty_trap
giant_armadillo,Sphacelotheca
Oppenheimer,Ollari
Iron_Lady,maiden
basketball_clinic,fly_ash
tam-tam,yearning
Canute,glyceric_acid
experimental_condition,bib
W.V.,mitten
First_Epistle_of_John,Northern_Cross
haymow,Apodiformes
energy_state,capital_of_Italy
thong,itineration
bear's_breech,sac
medical_practitioner,mountain_skink
alpha-lipoprotein,mordant
horn_button,katharometer
ball_hawk,Plethodon_cinereus
genus_Nigella,progress
shedding,crown_gall
haptic_sensation,broken_home
cut_of_meat,sampler
anaphoric_pronoun,counterwoman
henbit,hairweaving
Volapuk,egg_foo_yong
skullduggery,Battle_of_Guadalcanal
pedicure,Advent_Sunday
shigella,injunction
Luchino_Visconti,biophysics
genus_Lamna,field-sequential_color_TV
rotenone,cowherd
willet,humanization
tineid,sheikha
family_Colchicaceae,calvary
Staphylinidae,frightening
photograph_album,Pacific_hemlock
Sacred_College,hypercalcinuria
molester,First_Baron_Rutherford
fifth_column,lifesaving
Saccharum_officinarum,interrogator
Bonney,opening_night
endodontics,Nisei
Alpine_scurvy,drawstring
travel_agent,keep
plant_closing,maxillary_sinus
Sisyphus,Rhynchoelaps
Lexington,toiletry
c-note,Lonicera_canadensis
estimator,relief_valve
strappado,Marrubium_vulgare
maitre_d'hotel,Rawalpindi
bigeye_scad,backchat
nuclear_terrorism,villainage
smilo_grass,G._R._Kirchhoff
controller,intuitionism
I_Timothy,haircut
everydayness,drawler
atomic_number_105,Foreign_Service
thysanopterous_insect,lucrativeness
scleroderma,color_chart
workout_suit,computer_circuit
hellhole,fire_truck
marathon,watch_chain
repatriate,family_Zannichelliaceae
Samanala,merozoite
respiratory_distress_syndrome_of_the_newborn,materials_handling
poll,badger_dog
South_Korean_won,radio-frequency_spectrum
caller,Walther_Hermann_Nernst
concessioner,preceptorship
hotel_manager,rima_vulvae
atoll,Khama
Campanula_rotundifolia,inroad
piddock,iodocompound
cold_war,ethnic
Daedal,grand_theft
womanliness,cycle_of_rebirth
employee_stock_ownership_plan,triptych
Calystegia_sepium,telsontail
isosceles_triangle,American_dwarf_birch
Jutish,hair's-breadth
Karnataka,strangler_fig
purine,capillary_action
renege,verse_line
family_Trogonidae,miscreation
mental_hospital,vena_palatina
bishopry,Chrysophyceae
quadrantanopia,genus_Gymnadeniopsis
genus_Heritiera,Edward_Estlin_Cummings
tomograph,Chamaea
piano_sonata,elkhound
sales_promotion,Narcissus_pseudonarcissus
Aepyceros_melampus,Sphyrna
metrazol_shock_treatment,ague
tribasic_sodium_phosphate,aching
Pomacentridae,golliwogg
court_card,genus_Trigonella
kokoi_venom,Athyrium
leucine,octopod
attache,Pleurobrachiidae
proofreader,rest_area
bubble,unguent
Celosia_argentea,anthropology_department
genus_Sayornis,territorialization
native_bear,tshatshke
otorhinolaryngology,A._E._Kennelly
semiconductor_unit,heath_hen
trooper,hop-step-and-jump
oscheocoele,larvacean
glycerol_tripalmitate,electrical_fuse
malnutrition,shiny_lyonia
Enuki,sulphuric_acid
defense_lawyers,Hereford
Esme_Stuart_Lennox_Robinson,Fortuna
megalocardia,Annona_glabra
common_arrowhead,bourgeois
Klinefelter_syndrome,nonconformance
Gilbert_Charles_Stuart,vent-hole
continuous_tense,Donald_Glaser
jaconet,nutmeg_geranium
Anglican_Catholic,pessimist
improvised_explosive_device,ferric_oxide
cord_grass,genus_Cynips
muscle_fiber,tissue
scissor_grip,Lopressor
family_Vespidae,Alexandria_senna
polypus,parking_space
working_out,Tridacna
placard,kingfish
John_Trumbull,milk_snake
Fannie_Merritt_Farmer,Duke_of_Lancaster
improvisation,shaytan
visual_agnosia,crossness
yeoman_of_the_guard,Hoosier_State
bath_linen,commerce
Elmore_John_Leonard,ivory-nut_palm
Apatura,incaution
flip_chart,surplice
street_address,dabchick
electrostatic_unit,mail
candidacy,William_Wyler
genus_Sitta,margaric_acid
embellishment,desert_rheumatism
glycogenesis,hand
Rhenish,widow's_walk
Montezuma_II,camper
roster,TRH
Sabal,tegument
Sinologist,peacock
gas_pump,Phylloscopus_sibilatrix
Dartmouth,huskiness
guava,chili_sauce
footcandle,humerus
woman's_clothing,genus_Luvarus
Pomoxis,gymnosperm_genus
betel_nut,arc_secant
Campanula_divaricata,satsuma_tree
antiestablishmentism,push-down_storage
sphagnum,robbery_suspect
bearer,zoology
skeen_arch,Apis_mellifera
stone_breaker,cooking_chocolate
Turfan,oxidation
harlot,order_Dinornithiformes
centime,lighting_industry
little_skate,Kuvi
statuary,ergonovine
Raffia_vinifera,preordination
mandibula,reaction_propulsion
Jupiter's_beard,spinach_plant
Iguana_iguana,climbing_fumitory
boodle,horse_fancier
in-tray,scarlet_runner_bean
double_jeopardy,wine_cooler
Dermatobia_hominis,chase
white_hellebore,sharpie
chisel,Hilaire_Belloc
Harrisburg,flame_bush
letter_carrier,Siberian_elm
Loos,legal_proceeding
radiolysis,Gantrisin
operating_system,mill
crestless_wave,Port_Jackson_pine
chickweed,septicaemia
ecclesiastical_robe,electric_motor
IIS,Darius_III
Purinethol,yard_bird
Gallant_Fox,contract_bridge
plotter,abiogenist
mutiny,sure_thing
genus_Tagetes,racecourse
copulative,writing_board
main_rotor,Sir_Bernard_Williams
mustache_cup,shrewdness
chapter,snowfield
Guaiacum,conchologist
legal_principle,babassu_palm
Inter-Services_Intelligence,equality
Potamogeton_americanus,inanition
sensitive,cirque
combativeness,capital_of_Nepal
whole_wheat_bread,Grahame
nervus_abducens,subjugator
epidemic_hysertia,vassal
Restoril,lantana
African_violet,Chinese_cinnamon
echolocation,oil-industry_analyst
flamboyance,Acanthocereus
cow_cockle,outdoor_sport
diversionist,interlayer
desalinization,chadlock
tricolor_television_tube,hyponym
centre_of_buoyancy,speaker
caste_system,bole
bowhead,genus_Actinomyces
treachery,Quassia_amara
Packera_aurea,gangway
vivisectionist,President_Benjamin_Harrison
steal,Chilean_strawberry
cubic_centimeter,natural_philosophy
adenosis,palaeogeography
tire_tool,ore_bed
somnambulist,methamphetamine_hydrochloride
tenoroon,talkie
plain_flour,Diceros
Copenhagen,tawniness
poetess,genus_Chrysaora
thrombocytopenic_purpura,spastic_abasia
Norge,sage_green
maxillary_sinus,handshaking
duelist,astringency
scallion,Capsicum_frutescens_baccatum
spar,Old_English_sheepdog
actinotherapy,Pseudomonas_pyocanea
perinatology,columbine
lacrimation,Arthur_Garfield_Hays
John_Cabot,Glenn_Hammond_Curtiss
Clupea,natural_language_processor
hanging_chad,Phalaropus
eye_doctor,mental_institution
orology,fiasco
good_authority,fermentation
dumper,rotor_shaft
Bank_of_Japan,eruditeness
blastodisc,genus_Drimys
St._Anthony's_cross,diplopia
eyra,Cary_Grant
Uruguayan,William_Tell
Mayaca,goddaughter
scriber,mammalian
soft_drug,motorist
Lord_Privy_Seal,beach_pea
mock_orange,tray
snow_pea,moth_plant
Antirrhinum_filipes,Alexander_Pope
achira,Callitris_glauca
Sir_Francis_Galton,xeranthemum
satinwood_tree,Bel
nyala,adjutant_general
salaat,Casals
Marianas,deed
Crocethia_alba,corpus_mamillare
bonehead,family_Meloidae
quartervine,thermopile
primitive_person,prosiness
frisk,Argasidae
hatful,Firmiana_simplex
quilt,Louis-Hector_Berlioz
upgrade,Sita
smear_word,formalin
two_year_old,analytical_review
euglenid,Lobipes
polychete,tomato_juice
calyptra,kai_apple
Walking_horse,Siemens
esurience,shopkeeper
passive_resister,psychobabble
etui,groupthink
sheep_laurel,turd
riding_crop,Struthionidae
democratisation,transom_window
surf_fishing,Beaver
ischemic_stroke,genus_Viburnum
injury,Giuseppe_Balsamo
Napoleonic_Wars,random_access_memory
meteortropism,dolor
chalk_line,champion
Exacum,staging
parliamentary_agent,materiel
stallion,monetary_fund
Euphorbia_peplus,quadrangular_prism
logistic_assistance,frequency-response_characteristic
acrylic_paint,manifesto
second_battle_of_Ypres,Amanita_mappa
escolar,family_Rhinolophidae
Zeppo,selective_amnesia
case_knife,inappropriateness
Devonian,Amazona
calcium_bicarbonate,baseball_field
dronabinol,electronics
almond_extract,believer
Cyrilla_racemiflora,collagenase
expressage,Anglicisation
putsch,confectionary
humdrum,lipidemia
restriction_endonuclease,Fukien
free,Vicente_Lopez
coach_dog,circulating_library
genus_Ursus,bilingual_dictionary
ostler,Dominican_mahogany
windsock,George_V
self-importance,unacceptableness
kip,round-trip_ticket
Freyr,Tacca_leontopetaloides
division_Pteridophyta,Echinacea
mountain_cranberry,urban_planning
Ophiodon,bucket_seat
Trichiuridae,circumflex_humeral_artery
barbican,Miles_Standish
Beaufort_Sea,Marcus_Whitman
Scombroidea,nandu
rapeseed,sarcoplasm
burn_bag,woodcarver
airliner,Mick_Jagger
Malebranche,cause_celebre
ribbonfish,Boxing_Day
combatant,whimsy
panegyrist,Phaeophyceae
retroflexion,church_mode
picosecond,war_paint
superior_epigastric_veins,loquat_tree
Scottish,inamorata
family_Pyralididae,kinetochore
Tineola_bisselliella,Na-Dene
American_buffalo,family_Cecidomyidae
attestation_report,Atlantic
rigorousness,housefly
mukataa,genus_Lonchocarpus
Yalta_Conference,door_latch
genitive,lathee
feverishness,vase
home_theater,psychobabble
barndoor_skate,cirrus_cloud
Astragalus_glycyphyllos,flu
scandal,Charles_Joseph_Clark
grape_fern,Carduelis_hornemanni
Araujia_sericofera,pit-run_gravel
blackhead,flagellant
hankie,genus_Notropis
indigo_plant,water_company
Amerind,Hot_Springs_National_Park
Horner's_syndrome,Walter_Gropius
Dimetapp,mot_juste
miro,blue_fig
shakeup,brainpower
Centaurea_moschata,Microdesmidae
tiglon,Haplopappus
Lettish,psychic_trauma
Cooley's_anaemia,clansman
Zovirax,Pinus_serotina
chuck_short_ribs,barrage_fire
slur,financial_officer
coziness,quiescence
fly_ball,whitlow_grass
Trichechus,Mimidae
flashpoint,genus_Flindersia
Bernard_Baruch,growth_stock
Sterculia_foetida,Scomber_japonicus
rbi,bonehead
neoplastic_cell,huarache
missile,Monegasque
proximity,de_Saussure
Jean-Louis_Lebris_de_Kerouac,greensickness
soft_rot,Ovis_canadensis
Othman_I,Lepidium_alpina
descendant,order_Musales
swiftness,ruling_class
focal_distance,leopard_plant
electric_company,Minamata_Bay
symmetry,genus_Colobus
Martinmas,mystery
flint,laconism
R.V.,Limenitis_astyanax
Prince_Fumimaro_Konoye,double_bass
couscous,myeloblast
Gleicheniaceae,flying_colours
securities_industry,leitmotif
Don_Juan,Stuart
ocellus,sanfoin
pup,genus_Buteo
higher_education,Permian
portfolio,Prunus_susquehanae
luncheon,bowdlerisation
Ralph_Barton_Perry,New_Zealand_beech
capital_of_Belgium,whinstone
hydraulic_press,lime_juice
self-disgust,Lutyens
cousin-german,twin-aisle_airplane
hornstone,Latvia
kaleidoscope,hard_coal
Oscar_Fingal_O'Flahertie_Wills_Wilde,feverishness
speed_trap,cruse
amniotic_fluid,tv_camera
delectability,George_William_Russell
Campanula_persicifolia,ammobium
Inigo_Jones,Mavik
Morchella_conica,jigger
undervaluation,atomic_number_112
terrain_intelligence,mental_institution
Stizostedion_vitreum,bathyal_district
c-note,timpanist
alluvial_plain,de-escalation
Galen,clubroot_fungus
maple-leaf,parting
Polyodontidae,Gabriello_Fallopio
hypochondriasis,stooge
Pehlevi,dispensation
pastry,Daguerre
amboyna,ashbin
ferrying,ethanedioic_acid
blank_space,war_advocacy
chief_justice,news_item
sagitta,stone_life_face
anterior_cardinal_vein,Edward_Lee_Thorndike
Paleo-Indian_culture,dita_bark
Chancellorsville,surgical_dressing
Miocene,genus_Phellodendron
mako,aralia
St._Simon,chicken_stew
bodega,sinking_spell
Shikoku,tonus
genus_Aotus,May_lily
lobe_of_the_lung,open-face_sandwich
outrigger_canoe,signified
rock_dove,somniloquist
KiB,heat_of_vaporisation
Mandelbrot_set,Elmer_Rice
foresightedness,jambalaya
fell,gasoline_tax
ichneumon_fly,comradery
family_Hemiramphidae,college
baseball_play,bush_leaguer
Brigit,mineral
genus_Raphia,woolly_alder_aphid
jutting,keypad
rescue_equipment,sugar_sorghum
white_turnip,lat
Electrophorus_electric,trampling
undercover_operation,mishmash
John_Chapman,Gastrophryne
take-up,containerful
child's_game,ambivalence
ropewalker,conciseness
palatine_raphe,tree_tomato
IVP,Bureau_of_Diplomatic_Security
pigeon,lees
pneumonoconiosis,tollon
paraphrase,privateersman
half_rest,alpha_software
officeholder,vertical_fin
eviction,paradoxical_sleep
genus_Chlamyphorus,canker
Oregon_Jargon,peacetime
juggler,washup
mere,bronzed_diabetes
magnetic_storm,parti_pris
electric_frying_pan,fermentation_alcohol
ill_turn,lede
genus_Archosargus,Bougainville_Trench
eggshell,gregarine
troopship,Umbundu
bedspring,pavage
layout,Master_of_Science_in_Engineering
German_iris,summer_cohosh
steel_plant,price
bean_counter,kiddie
William_Green,Emerson
gas_tank,Matricaria
phoner,genus_Astroloma
United_States_Supreme_Court,genus_Diacalpa
potash,Trialeurodes
Robert_Louis_Stevenson,Prince_Otto_Eduard_Leopold_von_Bismarck
prejudice,weighbridge
genus_Limenitis,Tiamat
involuntary_trust,Flagstaff
plant_material,frown
collotype,Byron
Antilope,genus_Turdus
chamfer_bit,actinomycete
navy_bean,sparring_match
lard_oil,intake_manifold
Alnus_crispa,wind_power
four-centered_arch,Kingdom_of_Bhutan
sexist,cocker
insulin-dependent_diabetes_mellitus,waking_up
Volvaria,yard_grass
pneumococcal_vaccine,positivism
prelature,mangabey
birthwort_family,antimycotic_agent
change-up,splendor
subclass_Anapsida,ruby_wood
fowl_cholera,puddler
snappishness,eutherian
Rhamnus,Corinth
Curtiss,ambulatory
offshoot,Joseph_Louis_Gay-Lussac
adder,bird's_foot_trefoil
modifier,Jacques_Loeb
lemon_peel,Heavenly_Jewel
peptide_linkage,archeologist
aconite,motorisation
air_sac,Heraclitus
rate_of_depreciation,pointed-leaf_maple
physiological_nystagmus,interlude
John_Speke,artery
Spodoptera_frugiperda,St._Francis_of_Assisi
skycap,California_black_walnut
scoria,railroad_line
Dunkerque,place_of_business
Christian_Church,deep-freeze
pyrilamine,huntsman's_horns
sports_coat,lead
giant_scrambling_fern,Mohammad
wise_man,talipes
brooch,iridokeratitis
Athabascan,parallelogram
figure_loom,FAQ
candela,adjudication
field_test,knottiness
Ipomoea_panurata,Kwannon
Al-hakim,genus_Physa
rational_motive,one-dimensionality
Nevado_de_Colima,tribe
Rissa,Edward_Vincent_Sullivan
journal,Polypodium_polypodioides
Darwinism,sodium_lauryl_sulfate
Perodicticus,ethanal
narcotraffic,lawn_furniture
biometric_identification,jacquard
faqir,jeep
EAS,ray
genus_Tribulus,pharyngeal
albinism,bacterial_plaque
flashboarding,gunpoint
jeering,golf_glove
Wall_St.,inductor
Solanum_jasmoides,amount_of_money
paspalum,genus_Serranus
professional_tennis,hollandaise
gravedigger,tach
trench_foot,electric_cord
triteness,podsol
genetic_screening,Judaea
charity_toss,Testudo
goffer,naval_radar
three-mile_limit,spitting
stop_press,Hemigalus_hardwickii
Christmas_fern,Dacelo_gigas
antipodes,jus_civile
tourniquet,genus_Pyrola
Godunov,coffeepot
hairy_spurge,southern_red_cedar
glide_slope,collusion
Book_of_Ezra,abominable_snowman
quartz,Vibrio_fetus
self-reformation,nuclear_weapon
